Palavra-chave,Título,Empresa,Localização,Tipo de trabalho,Link
DevOps Engineer,"Staff Software Engineer
Staff Software Engineer with verification",iFood,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4071548605/?eBP=CwEAAAGZ6YZecUbuvZM5KyegFS4PNRffGngUK7ZRR7VvUmp6H0dt9TNCHuJ1PtCqTW3Z8pl0NBpErak2wK_GDWi853Tv5nYKJ1ol4xwa9_kzW6gBZuYfScbIwO6_WUtPgHN-10TMi0TTd1cGRjzGbQymClrvksi9b6eqELz1UR_eaNacbdTlfaIi3ViZ9fXVTjFcxvsJO9xZ5MFuG4PCmTUjLVq4_E777Ly3woWOQeWvZP6sK8-ZNuJMTKOHRt4KjW2pO01vKVx7iizXYCGJdI0BtltRcGmZ1izsQrhTL68X20PKB2MMiOHNGvv8NyQMf5LMNLFbKTAe5VBX4vejOcfsEQu0VWrptELaYaoz8H32UD5JAaEJ0-tnBCKHB63zeSzfSdZQdVZQjlXXRJsOdXMudGuUsyKQSys_yF4eUd-DmUwOF11oGn83KLo3NDUo_qcQDYKnx9FpG2yrShSjufyCmRQ3FQrdAv_lmHk0oTlqAM_1NWaNY3MhcBEzLmfpBw8YJburj5p5xLaeywB-Iw&refId=5K585jWhOWoltpHLhV%2Byjw%3D%3D&trackingId=jBnZsofVPTWo7Gu9b9CQqw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Desenvolvedor SalesForce Trabalho Remoto Efetivo
Desenvolvedor SalesForce Trabalho Remoto Efetivo",Gauge,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314700060/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5K585jWhOWoltpHLhV%2Byjw%3D%3D&trackingId=cuDPnZkHqf7qVcUkpJuxlw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Enterprise Platform Engineer
Enterprise Platform Engineer with verification",Genesys,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4307902885/?eBP=CwEAAAGZ6YaorISb6t71Ol3sq2whBvRtPvF8Pfgx-hXdUgfnArsPTa67hPwXHdI-T4VUoMd1HrfSnxox58DCp85WxVVQ2MT5FTv7K_URcXY1ZFSgQOU13yai_xrbxo4R8H7XgJZoYEQ2C_YBRX5vJjwawx-MvH0QmxR8XsBCF8YLLy_XsVznGDCs24isBuwNrlUW_uFFvMUhBxJDU4LqYD1AKlaQlN-tWhkQ9jc5S1um1328Z1qYd5Gh-9QwXVg-r5dvKGyegDd1gC17m0FxkAIgrxjazUDsMNg-eINtc3jUX1VQvTSVw7liXQZLTiyi7q3jZFJIKIVASdLGt7WtRyI8AWB6ZVZ8Q94GQGNlwkBd7nfIlf2xRIraHtLbqyPzqjXIV5hmpHsmIKRHhV0nfg9-qBryiZt_LKYicrgvcYYw7D4-7LpZNOhq3KLbNIqbRi6T6BT3K6OHoXMkLi37u0gP0Ex_y-SDnhf4a6wVy-I26BtD0jm6mNWs96dCn0kcoMw_hFhpoPRy62CG&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=c1uUS4yeZzfU36T2Ldv4nQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Engineer
Software Engineer with verification",Microsoft,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314406339/?eBP=CwEAAAGZ6YaorPSRXDdPZ88JQE8-lpyosuE1-TglHlV5o61Vc_bmakv70GapADpQYUiVefx0V_GTlZZj7u1_KaT5Xd1d72WczxeeDxlSBXCWsYFkrl3QUA4adl-5bk_T7af8twzmv5dHYA2KP2WkjiyjLVpM1PD0UG7AlBNqaQyMy7SozeUP4ycXaG167TZiBa4Qcm-vbEMmMeWAew4DNfyH2-Gu9AVZ0MHNE0Jy01oCDJaL0tGYpjZiF6fQHbfCiKyj13XUm8kasMf-YbMd20BWDtqrBAn-EVQRPjhbhikI0xBaNxcpPwTDbXT3czL7cLTiPlCWv6V9vilVWNMgVg7F-YcpQ3_J7Bf0EdmrsVzSI1Qzb0tA8Gpx84hvNOTH8kgnLpkAgU4BC0hxQ1nup2a2lQVRbM6fzI6lAt1M7PvkhOJefhRthhpCkL7l7N-UJtJiQjDBZZQmalFOaeq-gWkcwa74Fiz7vuPGiteSKsw5Y_xuyIXXT_Kmf_xDOWtjLPkpMWhr8qZe9Q&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=zXBdgOnc8mE8dYIVP1K5yQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"163f DevOps Engineer – OCI & Azure
163f DevOps Engineer – OCI & Azure with verification",Extreme Digital Solutions - EDS,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4303093003/?eBP=CwEAAAGZ6YaorEvs1keE_Knh8C9DAQOupDGyUV1G1IkVwH2dvxFRyVnMaG4t6ZExX53t5oDGE9H2vvCHnQbe33iWpBGlpOiaF_SkwE0f0cmaV59mYaEZnAnLu5yRyhoD7_pY9KDFzQp3yRSYuUNKf37u3Y9X7MQQOp9bBwpBTG614N6uJu_nj2J2ETULx82jcYg95KzGjfp1HSy7R09bkYaVcoVN5_ztv5BT9KfYsTTr8ahjs5l77NQq9_D7t8alzgYM6Xxjvo_i2URm5oJNpac3fgLPyqCdvLbK7Q7z5tpJHMwmYS_Nxc6tDNHmHZGuyR2JVErpM7ksoIcpq7-O3vGWRyD3MD0nMaXCMVICuPLr7t_Yk31uT6zlB6Poj6klFkUSb_xRCTvuoOXv0Q2MZyc8RJpTYXAXAvzeYnNBnsO_s085fhwXYP6LnahLzzf3GoXCbFmdajjE4VPzPsTgS7NjDW75sS_Mf5jrAYk4oljlSZahwhV34ZgTzH4dMmDyAen7WUQvP9D89N8Dy9U&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=0fyw4gPKqF2yKP%2B4U%2B7arA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Engenheiro DevOps - Sr
Engenheiro DevOps - Sr",BIX Tecnologia,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4279709951/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=SGna0ZXkNhQ0E5N3oVZgUQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Mid-level .NET Core Cloud Engineer
Mid-level .NET Core Cloud Engineer with verification",Motorola Solutions,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309147970/?eBP=CwEAAAGZ6YaorEb0uNGlRjI0VqNKnlin9wqu3aKicqD8eyFSgYo2H0vQjKeEI0l5H5SgXgW3ubaa1YXkwj_K7UfMRFMCszDumr3n1pzkweISSzjelfnxSXiGGKJumLlXrciPFV3CQpNvA13RqHKouvHD3rB0Cxjd5aNglFgu1sKqzgydM6ZkZt8bqIjRap38QGKxCBbYOLgg3Rgzj3WUrRiU0ybcJAqsq79HU41PcupthFb2yTyXIboa81ldsb1Xp5zt-9idsYRn3vapDkxu-PVgh37m0wE4rWYaFvHzRJrcbU7ZDiTRq7igiuiS6z0AMDN5IIu12GhAlBmTLGjDfSsE6Zbj5Clov2b61s6C3TSyAwZD6krgbGH2o1v_jpT3Rui5neQcd2Z1NkmKOD2Rw8hPWxy-1vz2FiTjYNdX9v5B-7-r2v5ncyhPyHklUjCiSUKOVWz1nfKFS4csWeYfbiAMqzdCEUj-8GtyVo3exCqAna8n0rAXvF1_5ocKm9PTrqtiV_EsoR0lM0gK&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=G0s9soFryKq%2Bwxtfa4oFhg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Principal Offensive Security Engineer
Principal Offensive Security Engineer with verification",Questrade Financial Group,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4302617640/?eBP=CwEAAAGZ6YaorLB_5Le1kxHrujfDukhU_7_yS_i_f5pOJlKzLRFLTYUCwtjzV0Il67g1qrJvrld2xWSxzqLWvlsI_zOaANdOihfhkOoLm3B1Hyj5_NlOtdfdcCgvqONCbE8esXiz3R-jmpkugpi0Ru9zZCx2J2rGxQvDuJlSKwS5dMUdIU3r0uk0Dhf6xtGAJYosqb8r8sg01WUEKuLgrKiow8HhpnyTf_xNTJuET497eUep4UCn_QYP5xhNMrY6XUs3lRuO1Itl7MmaheGG-Lrj-jNPsYpE0f0qyDg5XO1k2iAYN94frJCp0qApNDc6lhzkGDQGnrSqj-uF_qJZ7Ge69HyqRLUzCmE_IuPlqgAAqBXM23jJaVhL1qD7hhMipV8ag6pSgBO4qUjEEpeCM3xr-lqxh9ONQnxACFBtF-0BGKQbSxAHODLkCgIyOjQS4bosOLUC6qJgWug_9A0qD0Q6BtR-gOKptkt0pMnLKht_5TDzW8QIZUkMsMvMP4BADwNfHMmgoAgjuA&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=6eBRKiZgVRpJUiTWFnDDeA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Data Analytics Engineer Pl
Data Analytics Engineer Pl",Celero,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312848906/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=HEjNtt8Exsmd5MubIeEctg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Machine Learning Engineer (Computer Vision)
Machine Learning Engineer (Computer Vision) with verification",Factored,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4293638539/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=n%2BacZ0Ib55Ejf7xC05DMkw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior SDET Engineer
Senior SDET Engineer with verification",Lean Tech,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312401866/?eBP=BUDGET_EXHAUSTED_JOB&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=3k0vMuobpGtXXgwJ1hDzvA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Angular Developer - Remote
Angular Developer - Remote",INDI Staffing Services,"São Paulo, Brasil (Remoto)",Remoto,https://www.linkedin.com/jobs/view/4314645258/?eBP=CwEAAAGZ6YaorNyb-hhu1q4WxChPUJ2r49MsbRN1qzvaVf9097tjCrdLf2_rg8-tOJWv88MIOIySpUrtjo2WAs1Z2ZznC00WlPZtIalDL1gxfE6Ubb7rD0K4lSUUyyBnSHXPWDOw8KVpIgVqra2S1jQg5yRLOP7OESJvbHpAbf96ZU64cfersDONTeWD2-o9u0sbuDbI8KLBdvI4iMoR_i5Lk8yuu5Tto8WjKXsaTD6_-SpZZ-S5l8oWKoleJByLAdJ5kt1VHaLzoElLlwfseZKCd8w2_W3YEV4alwFnHI4vIoXjfcsvX8f9gC0XvWzrs-p1p6gnlkMKrlNqlLdQE5y7Dqvsq75uPDYojhEEa6EDSdk6rl5bUTgr5CjELj3f6txXbwG4qrERLveBDXXGtHLtMjF5_oSQ41V72Ty7JsO_0b45vzIgHpDk4SNlVnJ7qqHGN7jQbzxR7_2rMbLF5-z9VRNb4w8b-rpJQLxR037dqoWdmQYXUEdFT06JTiqD-SLhK6dZVkmo51GE&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=TJG%2Fx9T%2F3kRQHS%2Fu0wsWiw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"ML Engineer Specialist – AI Trainer
ML Engineer Specialist – AI Trainer",Invisible Expert Marketplace,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314166576/?eBP=CwEAAAGZ6YaorPVsI-tL6pxLklUcCuGFdpy4birjdtngMTFnHEQNHs-gjjcSv7Afj5UFizAzunuywYihxaV33jM8TrduKHh2dBtzO65rXnwA8PalIChvXvYxAo0wXz3mBVyRmKOeIKLqLTDxE0BBmyVJrk3cmP0LtEvfLVhwJulYjx1newXEJjAOarMIqu5-iv6XVjuMAWXDthFaZvsxulHwWrux_MYHn4VbLVFe1Ell2IGxuTKXlNjP6gJlLosCoApDb5D7j5agxtb8QuZu6k6lZt5asYsChHxYh9xj5wkaNBGMdOMzqgC8HIReqMZ__ihAo83ZM7dILPV-2T6L_cb8x_WwuRSc_z2GXmmKlQM6CFgQ7nnyZMNd7_FiDaZea1NoOrac4jP3JmOo_C6nchlpkZa6gjSuIH5I3ifW7Iy2A2B3AR1hzH5CwDgU_GWg4sqNMcEVkDIhrNcoce5i4yQZDeT9yTLYjyQ7FBWBaS_uLymcOgLio7e5Sl_OV6aSySDjazBAM5mCT6uy5a3hjw&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=UlZpM2GaBc0g%2FEVJaxYgQw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Software Engineer (React) — Remote, Part-Time
Senior Software Engineer (React) — Remote, Part-Time",Formspree,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4313594931/?eBP=BUDGET_EXHAUSTED_JOB&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=zEQMmnEhhlxJ%2FvNivH4Pzw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior/Mid Software Engineer
Senior/Mid Software Engineer",Brick Abode,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312408217/?eBP=BUDGET_EXHAUSTED_JOB&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=79JPY78tLEmrTb2MgzhmQw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Junior Java Developer - Remote
Junior Java Developer - Remote",INDI Staffing Services,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314679009/?eBP=BUDGET_EXHAUSTED_JOB&refId=IvHjAVi%2FkRS5zzuxPIbP6g%3D%3D&trackingId=IuvJKKa3lxskVyEvui7UzQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"SR - DevOps Engineer - Brazil
SR - DevOps Engineer - Brazil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309675995/?eBP=CwEAAAGZ6YbxqLYd8cyxsNUKGfTccqsEwrW_LvyKRvceTqzmwltdHe1Z_-zmxaBfXChIw3iXqylbJiCNr6nS6uW2h29uVq9sAHZW6OJILu2zEjRdIj7gien6eE2hBStflO4uJ4UmbzWPD4tQySXmowvXiVNl6EJcWyrplVoaq71aSnQ4Yv-pzM_axXkg4nWkqlTMFgPYIP0Q9vusCpiRNDaWuJ1477dL5TyIZevxAQ1-rCm4YziZXcRPNAlV4QLshTyEFfXRpMgJNEr_bzSLMC3JzOVrtDrHCGwuRRuCs8zAzI3kY0lpHeSPeB5MTr56iwN3543DjPX_Y09nB_xYJeXulvTw19mwCOCK1RKsjy0lIBQdTDQGmDqegGLf4RIErExWpTpyUTRG6oVdFrCBw885ED56SgbRIKC5zT1kjCy1MxummlWJuKZpfnqua9isDfreSwlGC3PcZEZXuygCdrhQsnSiojAjFi6k-nDuNzctHeIPL7EcnzxZkY8BCI8WzTZLo7kc5XU&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=M9uuBVD7tSNRAEOnMuP%2BbQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"- Data Visualisation Engineer
- Data Visualisation Engineer with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311398630/?eBP=BUDGET_EXHAUSTED_JOB&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=t07zJ6WcZzRLNtwQNjHGog%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Engineer
Software Engineer with verification",Microsoft,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314191893/?eBP=CwEAAAGZ6YbxqLxdgl1bOnmCRwZtVkb2fJGqIgDpZAIUHCEVOxgtvC6Ehyhi_6pyJbxExjPxOvLh1lQsMcTOZjEqdcA27diC6MMHa8yBqFwqtKSuQjgatqRavievPXyMzhhElxrt78iGMNb_sH2_FjIT_2kcqbZotOIUt61CCaNMI7pjWW0K88_ycOGoJwBzmkTJv5s_zvLv5h1fqr93jD5KmQhhXu9Dazv7CJRJ4FqWLkiayHxKsNjlg2R_M2vHDSMBPj82rYlcSjw3aPfwNzR_P0f0G61Cn4-kuy2xBnXEfzhZ2umvaWc8mx0swODHQ5VkYAeQ7Si57tFGoPrQpbzvSi_2b2j7lhjwnmdqf2aOO37r3sLy-V6quKIhufdjylutvaA46-z1PQQ1ekkIG_lrnxlkkfiZulhLbOWFqhLJJUdkCWx7dfzTSqZJfYKRznYGgLClCTD6wwxwK-TTXvI3yBv3TtI2yGFriZn-ACGizlFxKeo6-gBzxek6dgRs3Gc9ioUKrx4&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=H2%2F34JjdmfwSfk%2B%2BaB%2FOOA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Engineer, Quality Focus - OpenShift Cluster Lifecycle
Software Engineer, Quality Focus - OpenShift Cluster Lifecycle with verification",Red Hat,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4302702031/?eBP=CwEAAAGZ6YbxqAIhGOmrY3NmGvqe54yIiAGSV-oQ5_F4lpau36TUj6pW2mLSiDBaLkfSxKmaCfCaMMNQqnVpEN1iky7LIWJKZKjcW-stE5nK_U_X7ddhsfwJ2_OBY_5nfckns_C5JPFSEDgg3gwMiiAPedmIBwHTOYgtepj-pszYYDejWN-Gj9y_Tfy-sL8n0de0C3Rv9ZA8mU92Jk59BSZm6uHycohYsOoqCiQ7dkkv0dLnqa8C2LCPpzF_29qGqhMJYqZYI3ECkT8sdqRm3HZkdhGS3sPqiQCG5qk9YQCEHQEPIOvX33kwHnTBeSuIzTKvU3zujSYkBp6ypTdm12lsXlA37xW46kUUsJ2TYoDA2o3eWi7acHTSA0yn92NnmSLyoLc1U4ZxLE8uSo_xnZrtOuXPm-00WuzpD0BSvmb3PCYBcbKpznF0MebH5g6ayLoholFc8tNFu6RJ37hxF984dejOuwFwzlhXijWan2qSfGPMLnOwif0FWEZYQY-2x5tjFcYfdefo1w&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=5L6rqGEb6N93X3KdI3LAFw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Arquitecto de Java - (ESPAÑA)
Arquitecto de Java - (ESPAÑA)",Recodme,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304684612/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=ETiMVBmPFYf10XgPEJDBdA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Junior Software Engineer (LATAM)
Junior Software Engineer (LATAM) with verification",Sezzle,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4229334006/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=m8N3GOGUVsOhC6pMFd3j2g%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Especialista IA | Freelancer
Especialista IA | Freelancer",Ponce Tech,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4313100331/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=p6MNKZeWI4Ehv%2Fn4e5MfXQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Software Engineer
Senior Software Engineer",Software Mind Americas,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311473181/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=sHc24hYWpekBtdgSrGETQQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Desenvolvedor Backend Node Pleno
Desenvolvedor Backend Node Pleno with verification",Foursys,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4305665667/?eBP=BUDGET_EXHAUSTED_JOB&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=77suYarS563Qgh0MzIwbEQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"DevOps Engineer Latin America (remote)
DevOps Engineer Latin America (remote)",Etleap,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/3853935767/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=rJAMoKVlxiwyn9ELZcUCIA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Java Developer - Remote
Java Developer - Remote",INDI Staffing Services,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314663419/?eBP=CwEAAAGZ6YbxqDyXkI0N4lQQKg7yBkDu1rq8OPkVYpqFsAtAf8CVW-J9XTA53irAeFPC36Nip45Ck4C9KPrN6dLTtANzMHqOObRyvYVb9m7hwkl3MHQXlPZsAhiIL1GVdrKwzdUGyzREKv6vvkLLyZkzkkcmtmrCYaluK3hzfHAPd12gvi0kSeCGWoaxgxCY1sdJugf0vNX7NrdTtx1gMAjy2hlptNhR9SlUyoK2WDOTnXuTxMj9I6MwvdEiHr306jI_8KsxQyzw-EaflSWzL05gd3oupTAyEwhxyCsWVnzISEaf2qxotz51Lzwug2eWwVdF8BA7vq82jsNH4O6EhFf-H0hhYuPXyrtEGjEVt6WSR0UWDVycE9TU4AHZpP5gOYXvJjYTxqfvExrwS9hoI9iPTQJ-kY2GfWQ4zA5V5JD8ZsnjNHaSrvvWXMOLI7KxmzuYbaevX5_F51HjRgmL7zx3eWbkQJTWrYLvyvRI&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=PYZDnv3gpc3%2B4GSa%2BjWAhA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Salesforce Health Cloud Developer SR, Brasil
Salesforce Health Cloud Developer SR, Brasil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4271013815/?eBP=CwEAAAGZ6YbxqUYcnYwEqDFRsW6JQyJwXG3y7AjD3lbb3NUQXPHCkuAlMKX8Jbw00vKFjWb5tKerip1OotMwgEeaZliMkK6OTVMhJ6erqGD6rWX0-GzE5lfE5XJVzBnWwLKTpyZYkvZDr6hJr9wH19qiTOQLxs_tCq8YCSJrbchEk3UAmoOEByJ1xAcypS6PTit16w8OW2yaYGJIpk1YKGW0X9xk5IkRjWd6dlpXaS8HOPYnZhHkKI_pt6QPIM3x0KFrQQtVq7ICPWLUzLt4WPbQF9wXUASCJzVXLaIK5mshw7s_N53--Q2NVIzHbfAvvy74kGdkB-AkMK4-BTBypAfdXEQOP4QkIEsobh0a8sOQt85zN4PFDa1qzxNdGQxSzCpBM1heodYuydVazRSK5OzZAOe-C1_QkjRgyH77v4ZojQqYH5RxUh4dXQiCBC8OQg5jT2Zr09s25XzxUtuYFj0JslJBjl7qTmIpJlq3ytE&refId=Ay7oEJ78etM19283PZXb1Q%3D%3D&trackingId=m7U3PYLMU2EcLCWa%2F5rrTg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Mid-Level Data Engineer, Brazil
Mid-Level Data Engineer, Brazil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314418079/?eBP=CwEAAAGZ6Yc2w820dzZDH8ezKASJriIbCrrYrHjQRHEAd--qQtClmHdFYX_vpjZk1oRJw8BkwtIAuDZRTqMGgyKoFr156yRr6HuLjsyGWU4w0IqMBfJIixTOjDADOQydxL1-1UGDE-h6mBa_jY-t6tx0XMWrQGBjvxQYfWfgtBCIAmov9snvGKGXgcbPdECew-OzvUehD6L5ZXEFyP3-lvJRJwLwqekOtSSJQ-79nF5T602tH_f17S1ZCehY6HFz0lGL0rZh0itOtZx-0NEfdcmjXKH2AfRWgvUrRl7ZqUEUMrI5PNOy4q6vecAiFIdpyfGH_QZiuDI5l9EBjKB0J6rhZ5UYK66wBBVHjdWF7TNJIf2lYW7IUMzZwNL-JcMeBX1FwFRWyEE2oyXpWYmbqtTXka6E1BO9O--0lhA8R5C9SRVeap61H1l-8PcttgozTUXRuQQDOl2JHni9t-UJt1stc9ePtiQc4WdbSAX4fnTtuQoDhMxBLNA9BUr3YhRpCx5lJ8C4KSV1yQ&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=XvOw2IL7Ynd6A%2BBr%2FWsUhA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Lead AI Engineer
Lead AI Engineer with verification",Thoughtworks,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314096184/?eBP=CwEAAAGZ6Yc2wwM2huBbDpe-LdpTa7X9UB8t3f_1DBNNbbZMiFoOEPgtOPsewxK9QW9u4cRhaLavxz6yHWzDugowKtjk8GL_PDZSZURXyrvw8guOWWEQfId1dNlAIWFy0jO9e2H6Hc4FMNiawfk-ePnGzDMREHVAKUaLYCTTs7afH-X_DyT7rtAVqdg5U_6b1r9aotSumjYrfjsj_ntwEEf_8WZy1DnOrdmk3zaeLvRX08PfTRkcRcxH6yWoCWTKkvgkRgO5Ar8SVrwu3g0rftJWCF6kiLq5zo64PeecqbwRdlgMklZReAq5A9qyJYg6XVyjlDp3ava6_NXm4yldkGQcHP2gjz6m76z90Zjq--nSjD318DJvawG48qDxpgngoaYqAeR9iQSGFERJkffE9UKWZ0E4adOx3jOj4JSknAyVPprIpfzjBCj87ulnjJZdWNO4R0rVMFZfi7FuKMlBZhnEauXQG_t_5kAf3WoqY18fI7krthjCYHGtQLAUWCE3aUZpxgVzCBHwELwFoqik2g&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=j0UY7jSZhw%2FWkL%2BO49Ht3Q%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Engenheiro de Machine Learning (Omie ERP)
Engenheiro de Machine Learning (Omie ERP) with verification",Omie,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310444645/?eBP=CwEAAAGZ6Yc2w9cQ7lQgZPlNHoIXZptGVEVF5RyKC7gSbz06vP-3x550WPHbBTqqzi0Z2QODqZg0BqSsoAaefz9nLFV3osdQK4l9yHO5VLbi7GnUYsh7_bZV_-Az0xyDAG5TX_WHgtUzX1RqAvAV6qoiCr9MVGmTdZ4M9Xx2Kv5svmR6LL9ag8x3G7Pi7rNZgfNCED-_e9IuWBTR_X8JU8ueHTQdlUFy-Cps3YKQOV7Na2t9LlTg6KF0I-ldqajwHuSEtIPKfdPnZdlUadN4UIqH6j1IbZezhvnFVTmtJm6MgxQvSSFGCjmNx4d3btyZ-1nipzvHOXfuflSwUwjwYmx8BviRBNvM1e7S3l7jH9T8iOGbqru3g7HLv2UJlkdqDWMKRfwLgv-2Y_v_-wjOwh34h1oESkhtuHPB-Bco0x5BIARKoEoHKIQYgCKBuY2EDKfUfWv7TsQ42Y9HG_fCQg0oyaRQTk25ScylpeO1&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=LFRhr%2BRHtP6bIW8%2BGf9ghw%3D%3D&trk=flagship3_search_srp_jobs
